TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
Co-op for sale,599000,1,1,800,"Manhattan, NY 10002","568 Grand St Apt J102Manhattan, NY 10002",New York,New York County,New York,Manhattan,40.7142822,-73.9792183
House for sale,628000,3,2,960,"Staten Island, NY 10305","268 Cromwell AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5883038,-74.0928759
Condo for sale,593000,2,2,1312,"Staten Island, NY 10305","31 Hylan Blvd Apt 2BStaten Island, NY 10305",New York,Richmond County,Staten Island,Rosebank,40.6151849,-74.0646359
House for sale,634900,2,2,2184.21,"Queens Village, NY 11429","99-27 Francis Lewis BlvdQueens Village, NY 11429",United States,New York,Queens County,Queens,40.7123648,-73.7530514
Condo for sale,499900,2,2,960,"Staten Island, NY 10306","491 Midland AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5741868,-74.0960192
Condo for sale,540000,3,1,509,"New York, NY 10016","150 E 37th St Apt 4BNew York, NY 10016",New York,New York County,New York,Manhattan,40.7478487,-73.9775903
House for sale,1950000,3,2,2184.21,"Jamaica, NY 11432","180-11 Tudor RdJamaica, NY 11432",United States,New York,Queens County,Queens,40.721482,-73.7883218
Co-op for sale,379000,2,1,2184.21,"Rego Park, NY 11374","64-00 Saunders St Unit 6ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7286188,-73.8616623
Co-op for sale,299000,1,1,800,"Elmhurst, NY 11373","92-30 56th Ave Unit 3GElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7365158,-73.8687964
Multi-family home for sale,850000,6,3,2230,"Bronx, NY 10463","3019 Kingsbridge TerBronx, NY 10463",United States,New York,Bronx County,The Bronx,40.8760983,-73.9021193
Pending,199999,9,3,2184.21,"Brooklyn, NY 11207","429 Pennsylvania AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.666792,-73.894205
Multi-family home for sale,899000,4,3,1892,"Brooklyn, NY 11236","1139 E 86th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6344613,-73.9042326
Multi-family home for sale,1299000,10,6,4500,"Brooklyn, NY 11220","247 Senator StBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,40.6378136,-74.0266176
House for sale,699000,3,3,2184.21,"Bronx, NY 10473","448 Turneur AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8163884,-73.8461253
Condo for sale,579000,2,2,750,"Flushing, NY 11355","140-31 Cherry Ave Unit 9AFlushing, NY 11355",New York,Queens County,Queens,Flushing,40.75467,-73.821996
House for sale,585000,3,2,1008,"Staten Island, NY 10302","94 Walker StStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.6302304,-74.142966
Co-op for sale,579000,2,1,2184.21,"Jackson Heights, NY 11372","34-41 85th St Unit 3OJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,40.7531191,-73.8818757
Multi-family home for sale,499000,3,3,2184.21,"Brooklyn, NY 11236","921 E 84th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6370243,-73.909613
Contingent,350000,3,2,1137,"Staten Island, NY 10306","145 Lincoln Ave Apt 3JStaten Island, NY 10306",New York,Richmond County,Staten Island,Midland Beach,40.579062,-74.1076165
House for sale,1250000,3,2,2072,"Staten Island, NY 10304","89 Nixon AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6321382,-74.0806123
Multi-family home for sale,899000,4,3,2184.21,"Corona, NY 11368","104-40 Alstyne AveCorona, NY 11368",United States,New York,Queens County,Queens,40.7431111,-73.8574241
Townhouse for sale,1979000,5,2.373860858,3150,"Brooklyn, NY 11221","185 Weirfield StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6908422,-73.9117096
House for sale,599000,3,2,780,"Staten Island, NY 10305","459 Raritan AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5880538,-74.0858781
House for sale,779000,4,2,2188,"Staten Island, NY 10301","122 Hamilton AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6445045,-74.0818972
Townhouse for sale,25000000,6,6,2184.21,"New York, NY 10065","29 E 63rd StNew York, NY 10065",United States,New York,New York County,New York,40.7659809,-73.9689839
Contingent,350000,3,2,1137,"Staten Island, NY 10306","145 Lincoln Ave Apt 3JStaten Island, NY 10306",New York,Richmond County,Staten Island,Midland Beach,40.579062,-74.1076165
Multi-family home for sale,899000,4,3,2184.21,"Corona, NY 11368","104-40 Alstyne AveCorona, NY 11368",United States,New York,Queens County,Queens,40.7431111,-73.8574241
Co-op for sale,1195000,2,2,2184.21,"New York, NY 10024","24 W 83rd St Apt 5RNew York, NY 10024",New York,New York County,New York,Manhattan,40.783637,-73.9719146
Condo for sale,1995000,2,3,1838,"Manhattan, NY 10009","298 E 2nd St Apt 4Manhattan, NY 10009",New York,New York County,New York,Manhattan,40.720539,-73.979335
Co-op for sale,564900,1,1,769,"Brooklyn, NY 11201","215 Adams St Apt 10BBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,40.697478,-73.988335
Multi-family home for sale,1250000,6,4,2184.21,"Brooklyn, NY 11207","85 Arlington AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6800398,-73.8914993
Condo for sale,15000000,4,4,2184.21,"New York, NY 10036","70 W 45th St Ph 2New York, NY 10036",New York,New York County,New York,Manhattan,40.7563378,-73.982217
Multi-family home for sale,1399000,4,3,2283,"Astoria, NY 11103","31-53 45 StAstoria, NY 11103",United States,New York,Queens County,Queens,40.7580197,-73.9140215
House for sale,1250000,4,2,3160,"Staten Island, NY 10306","1841 Richmond RdStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.585661,-74.1059417
Co-op for sale,335000,1,1,2184.21,"Queens, NY 11372","33-15 81st St Unit 6BQueens, NY 11372",United States,New York,Queens County,Queens,40.7547282,-73.8859706
Multi-family home for sale,685000,4,2,2000,"Bronx, NY 10459","884 E 161st StBronx, NY 10459",United States,New York,Bronx County,The Bronx,40.8194513,-73.9001792
Co-op for sale,279999,2,1,666,"Brooklyn, NY 11235","3235 Emmons Ave Apt 120Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5844399,-73.9316116
Co-op for sale,418000,2,1,2184.21,"Forest Hills, NY 11375","94-11 69 Ave Unit 307Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7155199,-73.8530199
Multi-family home for sale,1780000,10,7,2184.21,"Woodside, NY 11377","41-59 70th StWoodside, NY 11377",United States,New York,Queens County,Queens,40.7429826,-73.8945462
Condo for sale,520000,2,1,741,"New York, NY 10033","105 Bennett Ave Unit 54BNew York, NY 10033",New York,New York County,New York,Manhattan,40.8536742,-73.9347275
House for sale,599900,3,2,1248,"Staten Island, NY 10314","9 Lovell Ave Unit AStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5922258,-74.1508322
Multi-family home for sale,885000,6,5,2680,"Bronx, NY 10473","933 Fteley AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8236783,-73.8705222
Co-op for sale,258000,1,1,650,"Brooklyn, NY 11235","601 Brightwater Ct Apt 5LBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5759986,-73.960785
Condo for sale,700000,2,2,1124,"Whitestone, NY 11357","168-03 Powells Cove Blvd Unit 14Whitestone, NY 11357",New York,Queens County,Queens,Beechhurst,40.7942255,-73.7950678
Multi-family home for sale,25750000,6,6,2184.21,"New York, NY 10021","17 E 76th StNew York, NY 10021",United States,New York,New York County,New York,40.7747817,-73.9639595
House for sale,999000,4,3,2184.21,"Glen Oaks, NY 11004","78-27 268th StGlen Oaks, NY 11004",United States,New York,Queens County,Queens,40.7492036,-73.7045081
Contingent,898000,3,1,2744,"Staten Island, NY 10306","23 Bancroft AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5789553,-74.1138794
Condo for sale,500000,1,1,720,"Manhattan, NY 10035","232 E 118th St Apt 5BManhattan, NY 10035",New York,New York County,New York,Manhattan,40.7983883,-73.937888
House for sale,695000,3,2,1926,"Brooklyn, NY 11208","696 Autumn AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6713641,-73.8673475
Co-op for sale,215000,3,1,2184.21,"Rego Park, NY 11374","6115 97th St Apt LeRego Park, NY 11374",United States,New York,Queens County,Queens,40.7337965,-73.8620837
House for sale,759000,3,1,2184.21,"Middle Village, NY 11379","71-31 66th RdMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.7142473,-73.8830471
Co-op for sale,375000,1,1,1185,"Staten Island, NY 10301","10 Bay Street Lndg Apt 1IStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.638118,-74.073964
Multi-family home for sale,2700000,24,24,18936,"Brooklyn, NY 11203","3520 Newkirk Ave Unit 24Brooklyn, NY 11203",New York,Kings County,Brooklyn,Little Haiti,40.6401806,-73.9429395
Pending,2100000,3,2,1902,"Brooklyn, NY 11211","76 Powers StBrooklyn, NY 11211",United States,New York,Kings County,Brooklyn,40.7118832,-73.947991
Co-op for sale,389888,1,1,730,"Jackson Heights, NY 11372","37-30 73rd St Unit 5DJackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7479556,-73.8929488
Co-op for sale,285000,1,1,900,"Brooklyn, NY 11235","2815 Ocean Pkwy Apt 3FBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5811062,-73.966749
Co-op for sale,2795000,4,2,2184.21,"Manhattan, NY 10025","801 W End Ave Apt 2AManhattan, NY 10025",New York,New York County,New York,Manhattan,40.7975649,-73.9720384
Condo for sale,674999,3,1,1299,"Staten Island, NY 10301","90 Bay Street Lndg Apt 6KStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6403656,-74.0737574
Townhouse for sale,12995000,4,4,5608,"New York, NY 10021","129 E 70th StNew York, NY 10021",United States,New York,New York County,New York,40.7694487,-73.9634625
House for sale,759000,3,2,1260,"Brooklyn, NY 11234","2044 E 67th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6184347,-73.9113421
Condo for sale,995000,2,2,1030,"Brooklyn, NY 11215","575 4th Ave Apt 2ABrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,40.6655513,-73.9922171
Co-op for sale,229000,1,1,2184.21,"Brooklyn, NY 11235","3025 Ocean Ave Apt 6HBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5874249,-73.9487987
Co-op for sale,239000,1,1,800,"Bronx, NY 10463","3017 Riverdale Ave Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.880985,-73.9102329
Co-op for sale,315000,2,1,2184.21,"Manhattan, NY 10037","5 E 131st St Apt 3AManhattan, NY 10037",New York,New York County,New York,Manhattan,40.8101633,-73.9387972
House for sale,1100000,5,3,2192,"Howard Beach, NY 11414","85-11 164th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,40.6500222,-73.844778
Co-op for sale,225000,1,1,2184.21,"Astoria, NY 11105","21-68 35th St Unit 5DAstoria, NY 11105",New York,Queens County,Queens,Astoria,40.7753572,-73.9085482
House for sale,868000,3,2,1484,"Staten Island, NY 10306","212 Hunter AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5802397,-74.1018122
Multi-family home for sale,1380000,5,3,2184.21,"East Elmhurst, NY 11369","31-32 100th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.7600366,-73.8692081
House for sale,1100000,4,2,1800,"Staten Island, NY 10307","7372 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5103369,-74.2424867
Co-op for sale,865000,1,1,2184.21,"Manhattan, NY 10016","407 Park Ave S Apt 11DManhattan, NY 10016",New York,New York County,New York,Manhattan,40.743373,-73.983626
Pending,1895000,3,2,1230,"Brooklyn, NY 11201","47 Bridge St Apt 3CBrooklyn, NY 11201",New York,Kings County,Brooklyn,Vinegar Hill,40.7032131,-73.9845345
House for sale,749000,3,2,1800,"Staten Island, NY 10314","93 Gower StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6105648,-74.1237991
Multi-family home for sale,775000,5,2,1600,"Bronx, NY 10465","2951 Harding AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8166622,-73.8139448
Co-op for sale,2395000,2,2,1650,"New York, NY 10022","320 E 57th St # ENew York, NY 10022",United States,New York,New York County,New York,40.7588081,-73.9647057
Multi-family home for sale,2300000,8,6,4000,"Brooklyn, NY 11228","123 Bay 10th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.608367,-74.0112145
Condo for sale,700000,1,2,900,"New York, NY 10030","138 Edgecombe Avenue Gdn Unit 1ANew York, NY 10030",New York,New York County,New York,Manhattan,40.8211582,-73.9445475
Multi-family home for sale,775000,5,2,1600,"Bronx, NY 10465","2951 Harding AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8166622,-73.8139448
House for sale,749000,3,2,1800,"Staten Island, NY 10314","93 Gower StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6105648,-74.1237991
Condo for sale,450000,3,1,494,"Brooklyn, NY 11220","4907 4th Ave Apt 3CBrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,40.646643,-74.011966
Co-op for sale,865000,1,1,2184.21,"Manhattan, NY 10016","407 Park Ave S Apt 11DManhattan, NY 10016",New York,New York County,New York,Manhattan,40.743373,-73.983626
Co-op for sale,280000,3,1,2184.21,"Manhattan, NY 10028","431 E 82nd St Apt 1AManhattan, NY 10028",New York,New York County,New York,Manhattan,40.7737792,-73.9495867
House for sale,1100000,4,2,1800,"Staten Island, NY 10307","7372 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5103369,-74.2424867
Pending,1895000,3,2,1230,"Brooklyn, NY 11201","47 Bridge St Apt 3CBrooklyn, NY 11201",New York,Kings County,Brooklyn,Vinegar Hill,40.7032131,-73.9845345
Condo for sale,3890000,3,4,2446,"New York, NY 10017","219 E 44th St Unit 31New York, NY 10017",New York,New York County,New York,Manhattan,40.7518502,-73.9725168
Pending,560000,2,1,2184.21,"Brooklyn, NY 11211","345 Bedford Ave Apt D2Brooklyn, NY 11211",New York,Kings County,Brooklyn,Williamsburg,40.7121147,-73.9626871
Co-op for sale,198000,1,1,2184.21,"Rego Park, NY 11374","65-15 Alderton St Unit 1ARego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.720847,-73.858929
House for sale,1099000,3,2,1092,"Staten Island, NY 10305","8 Piedmont AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.6038744,-74.0739123
Co-op for sale,779000,1,1,800,"New York, NY 10024","321 W 90th St Apt 8DNew York, NY 10024",New York,New York County,New York,Manhattan,40.792004,-73.9767816
Multi-family home for sale,1880000,5,2,1850,"Brooklyn, NY 11204","6820 17th AveBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6184547,-73.9949244
House for sale,509000,3,1,1100,"Bronx, NY 10465","3054 Lawton AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8181427,-73.8105454
Condo for sale,499000,1,1,845,"Brooklyn, NY 11230","2068 Ocean Ave Apt 2BBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.611469,-73.954103
Co-op for sale,204888,3,1,2184.21,"Forest Hills, NY 11375","67-12 Yellowstone Blvd Unit G16Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7284499,-73.8492399
Multi-family home for sale,1499000,8,3,3300,"Bronx, NY 10466","713 E 239th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8998618,-73.852221
House for sale,1295000,8,3,3050,"Brooklyn, NY 11235","3043 Brighton 14 StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.578698,-73.9551566
Co-op for sale,7500000,3,2.373860858,6000,"Manhattan, NY 10012","515 Broadway Apt 2BManhattan, NY 10012",New York,New York County,New York,Manhattan,40.7227148,-73.9993678
Condo for sale,395000,1,1,519,"Queens, NY 11367","70-13 Park Dr Unit AQueens, NY 11367",United States,New York,Queens County,Queens,40.7267616,-73.8294609
Multi-family home for sale,760000,4,2,1490,"Staten Island, NY 10305","446 Clifton AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.6100159,-74.0754726
House for sale,988000,4,3,1552,"Flushing, NY 11366","158-34 75th AveFlushing, NY 11366",United States,New York,Queens County,Queens,40.7264779,-73.8093514
Condo for sale,528000,2,1,753,"Flushing, NY 11367","69-88 136th St Unit BFlushing, NY 11367",United States,New York,Queens County,Queens,40.7267616,-73.8294609
Multi-family home for sale,949000,5,4,2184.21,"Brooklyn, NY 11207","587 Van Siclen AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6651608,-73.8881575
Condo for sale,420000,2,1,840,"Staten Island, NY 10314","1286 Rockland Ave Unit 2HHStaten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,40.5945609,-74.1596635
Pending,1380000,6,4,2184.21,"Flushing, NY 11355","150-39 59th AveFlushing, NY 11355",United States,New York,Queens County,Queens,40.7416665,-73.8173924
Condo for sale,1750000,3,2,1494,"New York, NY 10024","203 W 81st St Apt 2ANew York, NY 10024",New York,New York County,New York,Manhattan,40.7847793,-73.9778528
Co-op for sale,268000,1,1,850,"Flushing, NY 11354","142-20 26 Ave Unit 5GFlushing, NY 11354",New York,Queens County,Queens,Flushing,40.7741978,-73.8256676
House for sale,849000,3,2,2184.21,"Corona, NY 11368","11019 Saultell AveCorona, NY 11368",United States,New York,Queens County,Queens,40.7398873,-73.8506134
Multi-family home for sale,1095000,3,2,2184.21,"Astoria, NY 11103","31-36 48th StAstoria, NY 11103",United States,New York,Queens County,Queens,40.757489,-73.9116062
Condo for sale,4295000,3,2,2615,"New York, NY 10019","426 W 58th St Ph 3New York, NY 10019",New York,New York County,New York,Manhattan,40.7688045,-73.9862514
Multi-family home for sale,720000,3,2,2184.21,"Richmond Hill, NY 11418","126-15 103rd AveRichmond Hill, NY 11418",United States,New York,Queens County,Queens,40.6899814,-73.8185297
Multi-family home for sale,1900000,3,2.373860858,3500,"Bronx, NY 10462","1838 Victor StBronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8462523,-73.8671523
House for sale,729999,3,2,1056,"Jamaica, NY 11436","120-15 145th StJamaica, NY 11436",United States,New York,Queens County,Queens,40.6762428,-73.7945184
Co-op for sale,425000,3,1,2184.21,"New York, NY 10025","207 W 98th St Apt 1AANew York, NY 10025",New York,New York County,New York,Manhattan,40.7957436,-73.9699861
House for sale,848000,3,3,1080,"Brooklyn, NY 11204","1645 71st StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6180243,-73.9971092
Co-op for sale,213000,3,1,430,"Brooklyn, NY 11230","345 Webster Ave Apt 3MBrooklyn, NY 11230",New York,Kings County,Brooklyn,Kensington,40.6339914,-73.9689071
Multi-family home for sale,795000,3,2,1725,"Brooklyn, NY 11233","1051 Herkimer StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6781645,-73.9185084
Pending,749000,3,1,2184.21,"Little Neck, NY 11362","7 Van Nostrand CtLittle Neck, NY 11362",United States,New York,Queens County,Queens,40.7714035,-73.733393
Condo for sale,1350000,2,1,2184.21,"Brooklyn, NY 11217","659 Baltic St Unit PhBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,40.6799762,-73.9787904
Co-op for sale,649000,2,2,1500,"Floral Park, NY 11005","27010 Grand Central Pkwy Apt 25KFloral Park, NY 11005",New York,Queens County,Queens,Little Neck,40.7568337,-73.715194
Co-op for sale,439000,2,1,900,"Bayside, NY 11360","13-56 Bell Blvd Unit 2Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7877465,-73.7810708
Multi-family home for sale,1699000,5,5,2184.21,"Astoria, NY 11105","42-11 Astoria Blvd NAstoria, NY 11105",United States,New York,Queens County,Queens,40.7691484,-73.9073703
Condo for sale,2375000,2,2,986,"Queens, NY 11101","3 Court Sq W Ph 202Queens, NY 11101",United States,New York,Queens County,Queens,40.7478785,-73.9444755
Co-op for sale,349999,1,1,2184.21,"Rego Park, NY 11374","97-37 63rd Rd Unit 11FRego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7318958,-73.8599645
House for sale,425000,2,1,2184.21,"Jamaica, NY 11436","117-23 142nd StJamaica, NY 11436",United States,New York,Queens County,Queens,40.6779035,-73.799284
House for sale,1650000,3,4,2272,"Brooklyn, NY 11235","132 Oxford StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5799535,-73.9383472
Pending,1225000,4,2,2184.21,"Queens, NY 11372","34-47 80th St Unit 31Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7535399,-73.8868899
House for sale,699000,3,2.373860858,2184.21,"Brooklyn, NY 11236","10557 Avenue KBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.64539,-73.8897652
Co-op for sale,1150000,1,1,984,"Brooklyn, NY 11201","40 Remsen St Apt 4Brooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,40.6946221,-73.9969945
House for sale,2399000,5,5,2184.21,"Brooklyn, NY 11234","208 Mayfair Dr NBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6115517,-73.9061979
Multi-family home for sale,989000,8,5,3252,"Bronx, NY 10466","855 E 223rd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8850441,-73.8562999
Co-op for sale,318888,1,1,875,"Corona, NY 11368","99-25 60th Ave Unit 6GCorona, NY 11368",New York,Queens County,Queens,Corona,40.736926,-73.8577614
Co-op for sale,799000,2,2,1549,"Floral Park, NY 11005","27010 Grand Central Pkwy Apt 24KFloral Park, NY 11005",New York,Queens County,Queens,Little Neck,40.7568337,-73.715194
Co-op for sale,489000,2,1,950,"Brooklyn, NY 11209","9201 Shore Rd Apt D509Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.620502,-74.0396973
Co-op for sale,398000,2,1,900,"Brooklyn, NY 11209","181 73rd St Apt 457Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6337679,-74.0305471
House for sale,1190000,3,2,1088,"Brooklyn, NY 11235","186 Mackenzie StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5787747,-73.9401956
Townhouse for sale,795000,5,2,2184.21,"Brooklyn, NY 11208","1065 Hegeman AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6678086,-73.8739629
Multi-family home for sale,750000,3,4,2184.21,"Brooklyn, NY 11203","4701 Beverley RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6463635,-73.9325263
Condo for sale,899999,3,3,1750,"Flushing, NY 11354","148-09 Northern Blvd Unit 5GFlushing, NY 11354",New York,Queens County,Queens,Flushing,40.7654814,-73.8178731
Townhouse for sale,795000,5,2,2184.21,"Brooklyn, NY 11208","1065 Hegeman AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6678086,-73.8739629
Multi-family home for sale,750000,3,4,2184.21,"Brooklyn, NY 11203","4701 Beverley RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6463635,-73.9325263
Condo for sale,899999,3,3,1750,"Flushing, NY 11354","148-09 Northern Blvd Unit 5GFlushing, NY 11354",New York,Queens County,Queens,Flushing,40.7654814,-73.8178731
Condo for sale,1325000,3,2,1597,"Brooklyn, NY 11209","9511 Shore Rd Apt 503Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.6163434,-74.0377889
Townhouse for sale,595000,1,2,846,"Brooklyn, NY 11213","943 Saint Marks Ave Apt 1ABrooklyn, NY 11213",New York,Kings County,Brooklyn,Crown Heights,40.6749628,-73.9401841
Multi-family home for sale,10700000,42,43,27152,"Staten Island, NY 10302","646-662 Port Richmond AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.6276713,-74.1423518
Condo for sale,330000,1,1,726,"Staten Island, NY 10301","215 Hart Blvd Apt 2BStaten Island, NY 10301",New York,Richmond County,Staten Island,West Brighton,40.6299335,-74.0999243
Condo for sale,2998000,3,3,1763,"Queens, NY 11109","46-30 Center Blvd Ph 4Queens, NY 11109",United States,New York,Queens County,Queens,40.7465758,-73.9569744
Co-op for sale,425000,2,1,2184.21,"Brooklyn, NY 11206","86 Beaver St Apt 2JBrooklyn, NY 11206",New York,Kings County,Brooklyn,Bushwick,40.699914,-73.936622
Co-op for sale,345000,2,1,1000,"Bronx, NY 10463","2711 Henry Hudson Pkwy Apt 5GBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8819273,-73.9172822
Condo for sale,999000,2,2,1187,"Flushing, NY 11355","133-38 Sanford Ave Unit 16DFlushing, NY 11355",New York,Queens County,Queens,Flushing,40.7560001,-73.8293002
House for sale,450000,3,2.373860858,2184.21,"Queens, NY 11413","125-15 Defoe StQueens, NY 11413",United States,New York,Queens County,Queens,40.681047,-73.754428
Co-op for sale,135000,2,1,750,"Bronx, NY 10459","950 Hoe Ave Apt 4CBronx, NY 10459",New York,Bronx County,The Bronx,Foxhurst,40.8224272,-73.8900397
Condo for sale,261250,2,1,857,"Bronx, NY 10459","1017 Faile St Unit 1017BBronx, NY 10459",New York,Bronx County,The Bronx,Foxhurst,40.8245968,-73.8898403
Condo for sale,728000,3,2,1450,"Woodside, NY 11377","41-38 66th St Unit 5BWoodside, NY 11377",New York,Queens County,Queens,Woodside,40.7436792,-73.8983202
Pending,199000,3,2,1100,"Bronx, NY 10456","1259 Grant Ave Apt 5HBronx, NY 10456",New York,Bronx County,The Bronx,Concourse Village,40.8344217,-73.914718
Multi-family home for sale,3200000,3,2.373860858,3735,"New York, NY 10035","2117 5th AveNew York, NY 10035",United States,New York,New York County,New York,40.8093495,-73.9398627
Condo for sale,1950000,3,3,1300,"Manhattan, NY 10028","300 E 85th St Unit 1103/1104Manhattan, NY 10028",New York,New York County,New York,Manhattan,40.7770634,-73.9522998
Co-op for sale,600000,2,2,900,"New York, NY 10033","736 W 186th St Apt 7GNew York, NY 10033",New York,New York County,New York,Manhattan,40.8535911,-73.9359601
Multi-family home for sale,3200000,3,2.373860858,3735,"New York, NY 10035","2117 5th AveNew York, NY 10035",United States,New York,New York County,New York,40.8093495,-73.9398627
Condo for sale,569000,1,1,739,"Brooklyn, NY 11223","390 Kings Hwy Apt 5DBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,40.604365,-73.9757485
Co-op for sale,749000,1,1,2184.21,"Manhattan, NY 10012","57 Thompson St Apt 2BManhattan, NY 10012",New York,New York County,New York,Manhattan,40.7241044,-74.0035529
House for sale,2488000,4,2.373860858,3850,"Brooklyn, NY 11235","232 Beaumont StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5762337,-73.9511136
Multi-family home for sale,1138000,5,3,1026,"Brooklyn, NY 11219","1520 63rd StBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,40.6240315,-73.9954118
Multi-family home for sale,1359000,11,6,2240,"Brooklyn, NY 11221","1353 Putnam AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6941915,-73.913053
Multi-family home for sale,3720000,8,8,5500,"Manhattan, NY 10002","29 Essex StManhattan, NY 10002",United States,New York,New York County,New York,40.7158959,-73.989796
Multi-family home for sale,974998,7,2,2184.21,"Brooklyn, NY 11208","759 Glenmore AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.675444,-73.8823121
